0.0712464587891855,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0.000811677784375255,Inf,Inf,0.0383069588411932,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0.0104875315072772
Inf,0.0778044807105047,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0.0113116281792386,0.882524959466314,1.10843981039854,Inf,Inf,Inf,Inf,Inf,Inf,Inf,1.54271038397124,Inf
Inf,Inf,0.00150724280771229,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0.00575763884299921,Inf,0.00492472700762782,Inf,Inf,Inf,Inf,Inf,Inf,0.460999144679721,Inf,Inf,0.553144635115017,Inf,Inf,Inf,0.425968385397902,0.641611895230969,Inf
Inf,Inf,Inf,0.156742096419086,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0.00793425547953358,Inf,Inf,Inf,Inf,0.00757944043985558,Inf,0.742718324095945,0.524478029694795,Inf,Inf,Inf,Inf,Inf,0.686280070086434,Inf,0.119855524805436
Inf,Inf,Inf,Inf,5.96881689359021,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0.23393896940477,0.0107539041353619,0.103558464990883,Inf,0.507528197796521,0.126956103826252,0.276059869158786,Inf,0.00878688346106174,Inf,0.861037092383366,0.608030020340559,Inf,Inf,Inf,Inf,Inf,0.795607940368442,1.19837888439483,Inf
Inf,Inf,Inf,Inf,Inf,0.416021117788443,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0.361362645291042,0.0166114232932131,Inf,Inf,0.78397255738191,Inf,Inf,Inf,0.0135729906797163,1.05895480824225,1.33003339370536,0.939216485075915,Inf,Inf,0.53790252735676,0.0935098912587258,Inf,1.22896578828921,Inf,0.214632984321951
Inf,Inf,Inf,Inf,Inf,Inf,1.04857911793245,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0.0958030942490159,0.00850937835165415,0.469520012408583,Inf,Inf,Inf,0.00812884416980616,Inf,0.796555044735013,0.562495372541933,Inf,Inf,Inf,0.0560029364430088,0.031364876055467,0.736025804390722,1.10863370964233,0.128543378863505
Inf,Inf,Inf,Inf,Inf,Inf,Inf,0.0302834104611559,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,1.02913044197184,0.257432772817315,Inf,Inf,0.0178174322118413,1.39010303303723,1.7459512344059,1.23292105991734,0.914141938670591,Inf,0.70611127966659,0.122751587174436,Inf,1.61327854267507,2.42998949871435,0.281751364811332
Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0.808378753678219,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0.267926190976489,Inf,0.118603690265781,Inf,0.581263126852141,Inf,0.316166517333018,0.205546688175994,0.0100634632283226,0.785144042655751,0.986130652104354,0.696366098233659,Inf,Inf,0.39881868574227,0.069331319410167,Inf,0.911195793996773,1.3724822788589,0.159135977934248
Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0.00941957503547677,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0.0757460659313998,0.0189475687312892,Inf,Inf,0.00131139876929548,0.102314373083873,0.128505514870327,0.0907454644075778,0.0672826813134882,Inf,Inf,0.00903476317101621,0.00505998872644467,0.118740538492906,0.178852103946667,0.0207374659079856
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,low KM affinity optimized,,high KM rate optimized,,,,,,,,,
