0.259206176352047,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0.0154423597278994,Inf,Inf,0.224145421241903,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0.126203514151355
Inf,1.20819007558329,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0.217142158188283,4.13730137131619,4.34487396563585,Inf,Inf,Inf,Inf,Inf,Inf,Inf,4.59858248604537,Inf
Inf,Inf,0.0297458899008128,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0.109540425903556,Inf,0.0943593719562951,Inf,Inf,Inf,Inf,Inf,Inf,1.80702927042934,Inf,Inf,1.86801827920066,Inf,Inf,Inf,1.7783658271952,1.91254642148213,Inf
Inf,Inf,Inf,1.68021348748758,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0.152022916768783,Inf,Inf,Inf,Inf,0.145497715173359,Inf,2.91131505733711,2.69179009970634,Inf,Inf,Inf,Inf,Inf,2.86513522215223,Inf,1.44230207178925
Inf,Inf,Inf,Inf,4.05523742967654,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,2.21264014223499,0.204595541894033,1.38689163124837,Inf,2.96969859076659,1.58214147246911,2.38471143231674,Inf,0.16867623371725,Inf,3.37510220315721,3.1206058145646,Inf,Inf,Inf,Inf,Inf,3.32156568773229,3.5721832216094,Inf
Inf,Inf,Inf,Inf,Inf,3.64426613094332,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,3.41783798103233,0.316036214153188,Inf,Inf,4.58725684398358,Inf,Inf,Inf,0.260552101126562,4.96440937257115,5.21347881186162,4.82036137429729,Inf,Inf,4.04578031604231,1.45154681029188,Inf,5.1307816157389,Inf,2.58282293172872
Inf,Inf,Inf,Inf,Inf,Inf,3.27669675688276,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,1.28302896024344,0.163042458141725,2.74730138195297,Inf,Inf,Inf,0.156044270430286,Inf,3.12234479815433,2.88690734256324,Inf,Inf,Inf,0.869329251339951,0.540061284110105,3.07281756893682,3.30466665264618,1.54684885782766
Inf,Inf,Inf,Inf,Inf,Inf,Inf,0.565435278385144,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,6.02174861713607,3.208156630298,Inf,Inf,0.342029955595046,6.51684139147031,6.84379791529901,6.32774780811353,5.80800651172966,Inf,5.31094570283698,1.90546339454428,Inf,6.73524028634345,7.24342512124449,3.39050350708909
Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,3.7057434587736,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,2.53409787526665,Inf,1.58838261535903,Inf,3.40114361363908,Inf,2.73116810022881,2.21605211288121,0.193181926564482,3.6807769451923,3.86544524731855,3.57397500537304,Inf,Inf,2.99967504591361,1.07622470937014,Inf,3.8041308169248,4.09115867472235,1.91499016038988
Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0.144838378499696,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0.443212783504841,0.23612676656538,Inf,Inf,0.0251740911651364,0.47965260531696,0.503717261652632,0.465734938082568,0.427480935579509,Inf,Inf,0.140245929987726,0.0871262492590032,0.495727202292937,0.533130626037742,0.249547862656307
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,affinity,,affinity,,affinity
,,,,,,,,,,,,,,,,,,,,,,,,,,,,affinity optimized,,rate optimized,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,highest biomass,,,,,,,,,,,
