0.07124645878918551,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0.0008116777843752546,Inf,Inf,0.03830695884119315,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0.010487531507277157
Inf,0.07780448071050466,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0.011311628179238592,0.8825249594663138,1.1084398103985407,Inf,Inf,Inf,Inf,Inf,Inf,Inf,1.542710383971236,Inf
Inf,Inf,0.0015072428077122872,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0.005757638842999209,Inf,0.004924727007627816,Inf,Inf,Inf,Inf,Inf,Inf,0.46099914467972125,Inf,Inf,0.5531446351150167,Inf,Inf,Inf,0.425968385397902,0.6416118952309694,Inf
Inf,Inf,Inf,0.15674209641908618,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0.007934255479533577,Inf,Inf,Inf,Inf,0.007579440439855583,Inf,0.7427183240959452,0.5244780296947952,Inf,Inf,Inf,Inf,Inf,0.6862800700864344,Inf,0.11985552480543595
Inf,Inf,Inf,Inf,5.968816893590215,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0.23393896940477,0.010753904135361926,0.10355846499088314,Inf,0.5075281977965209,0.12695610382625203,0.2760598691587864,Inf,0.008786883461061736,Inf,0.8610370923833657,0.6080300203405585,Inf,Inf,Inf,Inf,Inf,0.7956079403684421,1.1983788843948286,Inf
Inf,Inf,Inf,Inf,Inf,0.4160211177884425,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0.3613626452910418,0.016611423293213086,Inf,Inf,0.7839725573819099,Inf,Inf,Inf,0.013572990679716275,1.0589548082422522,1.3300333937053581,0.9392164850759153,Inf,Inf,0.53790252735676,0.09350989125872583,Inf,1.2289657882892062,Inf,0.21463298432195096
Inf,Inf,Inf,Inf,Inf,Inf,1.04857911793245,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0.09580309424901585,0.008509378351654152,0.469520012408583,Inf,Inf,Inf,0.008128844169806164,Inf,0.7965550447350126,0.5624953725419332,Inf,Inf,Inf,0.056002936443008834,0.031364876055467034,0.7360258043907225,1.1086337096423313,0.1285433788635048
Inf,Inf,Inf,Inf,Inf,Inf,Inf,0.030283410461155864,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,1.0291304419718355,0.2574327728173148,Inf,Inf,0.01781743221184126,1.390103033037233,1.7459512344058996,1.2329210599173381,0.9141419386705913,Inf,0.7061112796665904,0.12275158717443568,Inf,1.613278542675071,2.4299894987143498,0.281751364811332
Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0.8083787536782189,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0.2679261909764889,Inf,0.11860369026578117,Inf,0.5812631268521408,Inf,0.3161665173330178,0.2055466881759939,0.010063463228322557,0.7851440426557513,0.986130652104354,0.6963660982336586,Inf,Inf,0.3988186857422699,0.06933131941016699,Inf,0.9111957939967732,1.3724822788588975,0.1591359779342482
Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0.009419575035476774,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0.07574606593139982,0.018947568731289215,Inf,Inf,0.0013113987692954768,0.10231437308387265,0.12850551487032727,0.09074546440757784,0.0672826813134882,Inf,Inf,0.009034763171016213,0.005059988726444666,0.11874053849290644,0.17885210394666726,0.02073746590798555
